customer_id,pre_approved_personal_loan_limit,interest_rate,max_tenure_months,offer_validity_days
C02185,802968,16.6,24,32
C02186,1000000,10.0,60,19
C02187,1000000,14.1,60,21
C02188,899656,16.51,36,41
C02189,1000000,16.62,36,38
C02190,1000000,15.58,36,19
C02191,1000000,11.48,60,25
C02192,401712,13.18,48,46
C02193,613340,13.63,24,46
C02194,750997,15.41,60,33
C02195,720692,15.69,24,27
C02196,749904,11.51,48,26
C02197,658830,13.02,48,39
C02198,409428,15.73,48,15
C02199,1000000,12.82,60,22
C02200,826432,13.6,24,34
C02201,782804,15.75,24,52
C02202,1000000,12.48,24,21
C02203,1000000,10.0,60,35
C02204,301815,13.88,12,57
C02205,614978,11.68,24,18
C02206,480552,10.0,12,52
C02207,1000000,14.62,60,39
C02208,1000000,10.58,12,54
C02209,1000000,11.68,60,58
C02210,1000000,14.58,12,21
C02211,682520,11.05,36,30
C02212,1000000,10.42,36,45
C02213,1000000,13.54,24,53
C02214,1000000,10.2,48,33
C02215,1000000,14.23,60,15
C02216,449370,11.98,24,30
C02217,356707,10.01,60,22
C02218,1000000,14.03,24,56
C02219,352304,11.05,24,52
C02220,952830,14.72,60,19
C02221,782304,13.89,48,30
C02222,465685,17.21,12,40
C02223,658752,10.0,60,40
C02224,974860,10.0,60,56
C02225,749892,15.43,12,35
C02226,804692,15.77,60,21
C02227,617851,12.55,60,27
C02228,1000000,11.27,48,17
C02229,585240,16.16,60,55
C02230,678328,14.14,12,25
C02231,313376,13.04,60,26
C02232,490940,10.41,24,37
C02233,1000000,13.77,12,27
C02234,1000000,15.73,36,46
C02235,631136,16.62,60,33
C02236,1000000,14.4,60,25
C02237,687420,13.06,24,36
C02238,1000000,10.0,60,29
C02239,735823,10.95,48,21
C02240,1000000,13.75,48,26
C02241,1000000,16.78,48,19
C02242,1000000,10.27,36,39
C02243,554020,12.47,48,37
C02244,598920,16.97,12,39
C02245,521248,13.28,36,38
C02246,861760,10.09,24,32
C02247,450032,15.28,24,58
C02248,824850,10.0,60,58
C02249,519050,11.0,48,18
C02250,423900,16.76,48,51
C02251,358551,16.54,12,38
C02252,1000000,10.68,36,25
C02253,350505,15.13,48,37
C02254,1000000,14.8,24,51
C02255,1000000,10.23,36,42
C02256,924132,14.89,12,40
C02257,1000000,14.84,48,19
C02258,1000000,15.64,36,29
C02259,699400,13.94,12,34
C02260,366354,15.03,60,55
C02261,689960,11.66,48,60
C02262,777465,12.33,60,17
C02263,480256,16.28,48,25
C02264,1000000,12.67,12,59
C02265,1000000,10.0,24,18
C02266,1000000,11.36,24,20
C02267,788512,11.75,60,60
C02268,1000000,15.45,12,43
C02269,448299,12.69,36,38
C02270,767724,11.68,12,60
C02271,1000000,16.39,36,19
C02272,967185,11.07,60,56
C02273,557472,10.21,48,38
C02274,746216,14.33,24,45
C02275,1000000,14.41,12,39
C02276,1000000,10.32,36,60
C02277,900922,13.69,24,18
C02278,484592,17.31,24,32
C02279,357896,15.46,48,25
C02280,598959,10.4,60,43
C02281,1000000,11.19,24,45
C02282,315696,11.01,60,34
C02283,745602,12.16,36,59
C02284,1000000,10.83,60,51
C02285,612008,15.34,36,30
C02286,1000000,10.0,48,50
C02287,866390,10.0,48,48
C02288,1000000,10.5,48,36
C02289,591404,10.53,12,40
C02290,795537,15.72,36,22
C02291,1000000,14.25,12,27
C02292,1000000,13.23,36,36
C02293,448184,10.74,36,38
C02294,1000000,10.0,36,51
C02295,1000000,11.65,48,50
C02296,711718,15.84,48,33
C02297,450593,14.49,24,26
C02298,709968,10.06,36,36
C02299,308848,14.41,36,32
C02300,302456,13.83,24,34
C02301,1000000,10.0,60,21
C02302,661661,16.28,48,17
C02303,1000000,10.0,24,39
C02304,386740,13.16,24,23
C02305,985387,13.74,24,51
C02306,1000000,10.99,36,16
C02307,1000000,16.55,60,48
C02308,840752,14.68,36,36
C02309,700530,16.29,60,57
C02310,869325,16.71,36,43
C02311,1000000,16.34,24,48
C02312,1000000,12.61,60,31
C02313,942392,10.41,36,45
C02314,1000000,10.0,12,34
C02315,585233,11.57,60,29
C02316,649946,12.39,48,48
C02317,1000000,14.44,36,33
C02318,904392,12.64,60,57
C02319,1000000,10.0,36,53
C02320,789352,13.93,36,35
C02321,565280,14.33,60,15
C02322,1000000,10.0,60,42
C02323,1000000,10.06,12,43
C02324,622240,13.94,12,46
C02325,589770,14.79,60,41
C02326,1000000,13.83,48,34
C02327,598710,15.48,60,57
C02328,288216,14.59,12,58
C02329,1000000,12.95,60,35
C02330,552570,10.1,36,16
C02331,1000000,11.72,24,40
C02332,353312,10.59,36,48
C02333,1000000,14.58,24,37
C02334,776763,17.07,12,24
C02335,638573,16.59,12,20
C02336,771825,14.34,36,38
C02337,721237,11.38,24,45
C02338,431456,10.83,12,17
C02339,723203,10.79,24,38
C02340,1000000,14.58,24,18
C02341,886088,16.2,24,43
C02342,1000000,10.0,24,45
C02343,568269,11.37,48,44
C02344,519880,14.29,12,26
C02345,939992,10.0,60,21
C02346,1000000,13.98,48,18
C02347,603264,13.07,60,60
C02348,748814,10.34,12,23
C02349,1000000,10.0,24,40
C02350,721787,16.59,48,19
C02351,538380,13.23,12,39
C02352,481404,13.53,24,21
C02353,1000000,15.87,24,49
C02354,727284,10.31,48,29
C02355,597168,10.0,24,50
C02356,1000000,14.46,12,48
C02357,845264,14.61,36,52
C02358,1000000,10.53,48,17
C02359,789250,13.19,12,16
C02360,705050,10.24,12,16
C02361,1000000,13.2,60,53
C02362,337770,17.65,24,42
C02363,1000000,15.01,48,50
C02364,647488,16.1,24,49
C02365,775944,10.0,60,49
C02366,662298,16.4,24,42
C02367,537960,16.8,12,44
C02368,1000000,10.99,36,45
C02369,1000000,12.66,36,26
C02370,791037,15.17,36,55
C02371,571014,16.12,60,56
C02372,511840,15.71,36,59
C02373,1000000,10.0,60,29
C02374,733680,16.73,24,60
C02375,1000000,10.0,12,25
C02376,1000000,10.99,12,57
C02377,1000000,11.45,60,48
C02378,1000000,14.28,48,44
C02379,784992,12.06,24,20
C02380,859872,11.37,48,33
C02381,319410,14.64,48,40
C02382,633546,13.66,48,55
C02383,1000000,10.24,48,41
C02384,768480,12.1,24,47
C02385,734292,15.49,12,49
C02386,703098,13.25,24,47
C02387,557253,14.61,36,30
C02388,1000000,10.0,12,32
C02389,1000000,10.0,60,59
C02390,494221,13.34,24,52
C02391,1000000,15.08,12,59
C02392,963480,12.6,24,18
C02393,1000000,12.82,24,44
C02394,508360,10.21,36,17
C02395,483384,14.28,48,59
C02396,442928,10.44,48,50
C02397,937040,10.0,48,31
C02398,374632,16.52,36,51
C02399,1000000,14.23,12,43
C02400,460064,15.88,36,40
C02401,433680,10.0,24,52
C02402,745608,13.99,36,21
C02403,1000000,13.92,60,49
C02404,981936,14.5,60,34
C02405,1000000,16.35,12,60
C02406,1000000,10.0,48,30
C02407,379456,14.86,12,37
C02408,1000000,14.91,12,28
C02409,1000000,15.81,48,40
C02410,1000000,13.77,36,37
C02411,734685,12.72,12,59
C02412,439048,14.68,24,16
C02413,1000000,13.55,12,60
C02414,648102,14.25,48,21
C02415,558932,13.89,48,30
C02416,1000000,10.59,48,19
C02417,595845,15.68,12,60
C02418,1000000,14.81,24,34
C02419,1000000,12.67,12,32
C02420,1000000,14.6,60,18
C02421,560600,10.98,60,49
C02422,933048,14.15,60,60
C02423,1000000,11.62,60,53
C02424,671004,13.72,48,30
C02425,1000000,15.92,12,18
C02426,1000000,15.05,36,31
C02427,489752,16.04,24,16
C02428,1000000,16.53,60,58
C02429,284280,14.12,48,23
C02430,349434,11.65,60,33
C02431,849212,11.32,48,26
C02432,1000000,15.6,12,31
C02433,512320,12.3,48,58
C02434,437107,11.45,48,23
C02435,499530,14.9,12,23
C02436,1000000,12.55,48,39
C02437,765693,14.84,48,53
C02438,734253,12.56,36,25
C02439,399014,16.19,12,35
C02440,1000000,10.52,60,25
C02441,865944,10.58,12,16
C02442,968770,13.83,12,36
C02443,970050,11.84,24,31
C02444,1000000,12.98,12,56
C02445,728118,13.27,48,59
C02446,698790,13.98,24,15
C02447,665964,10.0,48,23
C02448,543970,14.73,48,22
C02449,1000000,16.69,36,48
C02450,688485,13.94,60,49
C02451,1000000,10.26,48,29
C02452,647550,10.0,24,37
C02453,1000000,16.88,24,54
C02454,760914,11.98,36,15
C02455,1000000,14.09,60,41
C02456,452465,15.1,48,17
C02457,809130,11.67,48,49
C02458,647199,14.34,24,33
C02459,1000000,13.34,36,20
C02460,1000000,11.37,24,48
C02461,489753,16.03,48,36
C02462,998488,13.8,12,52
C02463,1000000,12.4,12,31
C02464,475872,17.23,12,52
C02465,1000000,14.08,24,33
C02466,1000000,13.21,48,20
C02467,352792,15.69,36,30
C02468,321840,12.38,60,28
C02469,1000000,12.65,24,37
C02470,1000000,15.5,36,35
C02471,1000000,11.98,48,25
C02472,749799,16.07,24,28
C02473,1000000,14.58,48,15
C02474,812470,10.0,12,35
C02475,552968,14.71,24,18
C02476,461196,14.85,12,59
C02477,754978,11.83,48,29
C02478,245025,11.2,24,49
C02479,652487,14.65,24,20
C02480,382784,15.17,12,56
C02481,1000000,15.54,60,24
C02482,999830,16.97,24,55
C02483,1000000,14.33,60,15
C02484,1000000,13.95,12,48
C02485,566112,10.0,12,52
C02486,1000000,10.44,24,38
C02487,612139,10.03,12,24
C02488,494184,14.93,48,59
C02489,904980,16.17,48,15
C02490,293856,11.54,12,47
C02491,1000000,10.0,24,38
C02492,544312,15.91,24,16
C02493,616715,11.5,36,47
C02494,1000000,11.72,12,26
C02495,268356,11.64,48,17
C02496,954864,10.02,12,30
C02497,912285,15.98,36,17
C02498,1000000,15.36,12,18
C02499,785364,14.43,36,22
C02500,410710,17.14,48,32
C02501,1000000,17.17,36,34
C02502,928037,13.02,48,22
C02503,1000000,12.96,24,38
C02504,1000000,11.03,24,49
C02505,1000000,15.3,12,32
C02506,682974,14.53,24,34
C02507,409626,12.53,60,21
C02508,1000000,13.37,24,42
C02509,1000000,12.49,12,39
C02510,1000000,10.13,12,17
C02511,1000000,14.11,36,19
C02512,952370,15.17,12,49
C02513,1000000,10.66,24,52
C02514,1000000,13.6,48,22
C02515,1000000,12.59,24,31
C02516,766062,10.2,48,38
C02517,1000000,10.33,12,27
C02518,802919,14.74,48,59
C02519,1000000,10.01,36,47
C02520,984172,14.14,48,30
C02521,625391,16.75,24,34
C02522,1000000,10.0,24,58
C02523,669951,12.42,24,33
C02524,520272,14.09,36,30
C02525,1000000,15.93,60,32
C02526,615608,13.91,24,53
C02527,782664,10.5,24,38
C02528,557040,10.98,24,42
C02529,1000000,16.09,48,32
C02530,584928,13.67,12,39
C02531,1000000,10.28,60,25
C02532,687690,10.0,60,55
C02533,1000000,13.11,12,17
C02534,732032,13.56,48,25
C02535,765780,11.29,24,52
C02536,931392,15.89,48,27
C02537,1000000,12.88,24,53
C02538,617370,15.67,24,56
C02539,800010,14.32,12,22
C02540,608760,12.71,60,58
C02541,680680,11.31,12,43
C02542,1000000,10.71,12,46
C02543,662616,15.72,60,53
C02544,924687,15.68,48,35
C02545,1000000,14.51,48,34
C02546,1000000,14.88,60,17
C02547,647175,11.97,12,42
C02548,447984,15.55,24,43
C02549,758439,10.0,36,52
C02550,1000000,16.93,60,33
C02551,1000000,16.03,48,18
C02552,652770,10.18,12,26
C02553,1000000,14.16,60,37
C02554,391008,10.0,12,41
C02555,612915,14.08,48,28
C02556,705497,17.04,24,29
C02557,1000000,14.99,48,58
C02558,1000000,13.43,12,22
C02559,1000000,14.45,60,47
C02560,1000000,16.31,48,34
C02561,1000000,12.05,24,39
C02562,1000000,10.29,24,50
C02563,1000000,10.68,36,49
C02564,551055,12.77,24,20
C02565,696570,15.49,12,58
C02566,1000000,10.0,60,36
C02567,798776,14.33,12,23
C02568,799064,14.74,24,35
C02569,822525,10.52,36,50
C02570,1000000,10.0,60,52
C02571,995517,10.94,12,52
C02572,365680,15.58,36,18
C02573,715008,11.7,60,24
C02574,276793,15.14,60,39
C02575,413388,17.22,24,38
C02576,1000000,13.19,48,20
C02577,746009,10.61,36,20
C02578,633960,10.03,48,48
C02579,902804,12.42,60,48
C02580,616776,13.75,60,37
C02581,882216,12.48,12,34
C02582,382880,12.27,60,25
C02583,536600,17.35,48,25
C02584,1000000,16.94,24,33
C02585,683800,16.61,24,17
C02586,614968,15.8,48,17
C02587,477796,15.89,60,33
C02588,1000000,11.49,36,31
C02589,379225,11.48,36,50
C02590,400488,11.16,48,43
C02591,557064,15.69,60,32
C02592,812786,10.0,24,46
C02593,984577,16.42,12,57
C02594,580890,12.04,60,49
C02595,409149,10.33,36,45
C02596,781656,15.84,36,30
C02597,845091,13.14,24,34
C02598,648354,15.89,48,18
C02599,1000000,12.49,60,21
C02600,952446,16.39,36,55
C02601,1000000,10.31,12,49
C02602,946575,15.53,48,33
C02603,441387,12.29,48,54
C02604,1000000,11.78,36,55
C02605,1000000,11.58,12,59
C02606,1000000,10.0,24,36
C02607,737297,11.65,24,51
C02608,995940,16.35,60,41
C02609,1000000,13.6,36,55
C02610,679630,11.98,36,48
C02611,1000000,10.45,12,27
C02612,1000000,10.29,24,43
C02613,889098,13.1,24,43
C02614,641824,16.88,36,31
C02615,263871,16.98,24,22
C02616,473250,14.38,36,42
C02617,990860,10.95,60,30
C02618,1000000,13.72,48,51
C02619,697776,11.87,48,29
C02620,834633,11.55,12,24
C02621,939264,11.16,36,40
C02622,907423,13.93,24,31
C02623,1000000,15.49,48,27
C02624,704180,10.0,48,16
C02625,870353,16.58,12,48
C02626,1000000,12.05,48,56
C02627,1000000,10.0,24,27
C02628,1000000,12.15,36,31
C02629,1000000,14.3,12,22
C02630,1000000,16.45,24,20
C02631,647584,14.76,60,43
C02632,502368,17.26,12,32
C02633,1000000,15.57,48,30
C02634,972712,12.87,12,15
C02635,813573,16.44,24,42
C02636,1000000,16.44,12,16
C02637,1000000,13.61,24,52
C02638,478944,14.39,24,50
C02639,832420,10.0,36,36
C02640,850688,13.28,48,54
C02641,885618,13.02,36,54
C02642,1000000,12.02,48,19
C02643,1000000,10.1,12,42
C02644,946700,13.3,60,20
C02645,685664,10.93,48,30
C02646,451728,10.0,48,19
C02647,1000000,10.73,48,23
C02648,899288,11.26,36,33
C02649,1000000,12.05,36,24
C02650,454720,11.46,12,26
C02651,964068,16.35,12,29
C02652,549208,16.12,48,39
C02653,1000000,10.0,60,44
C02654,1000000,14.7,24,59
C02655,858182,10.17,60,60
C02656,406760,15.38,36,28
C02657,676242,17.18,24,23
C02658,584172,14.17,24,40
C02659,691980,15.07,36,48
C02660,1000000,11.67,36,32
C02661,1000000,10.51,60,60
C02662,481380,13.44,12,35
C02663,1000000,11.08,12,17
C02664,937539,13.15,24,35
C02665,926016,13.1,24,20
C02666,1000000,10.62,12,51
C02667,933845,14.8,24,37
C02668,656080,13.33,36,40
C02669,461556,13.1,24,51
C02670,1000000,16.27,60,59
C02671,502278,13.55,48,43
C02672,594352,16.74,12,26
C02673,1000000,16.3,24,31
C02674,666540,15.83,12,53
C02675,974919,11.96,48,25
C02676,677339,12.78,24,46
C02677,782056,10.0,24,35
C02678,294750,17.0,24,49
C02679,1000000,14.14,60,40
C02680,714460,15.63,24,56
C02681,1000000,12.41,24,58
C02682,651696,13.34,48,30
C02683,1000000,14.13,24,28
C02684,957432,10.63,36,57
C02685,1000000,12.95,48,42
C02686,617384,12.45,48,36
C02687,520377,10.77,36,44
C02688,1000000,13.06,36,16
C02689,1000000,13.32,24,39
C02690,1000000,10.57,60,53
C02691,336765,17.52,36,17
C02692,619177,15.64,24,58
C02693,867640,12.08,24,30
C02694,1000000,10.0,48,54
C02695,1000000,10.0,24,50
C02696,924261,16.75,48,54
C02697,1000000,10.5,24,22
C02698,962416,10.5,60,26
C02699,462440,10.0,60,49
C02700,296864,16.83,24,38
C02701,583713,14.48,60,43
C02702,353763,11.72,24,22
C02703,1000000,10.29,48,31
C02704,1000000,12.42,12,33
C02705,770094,13.83,36,36
C02706,1000000,15.22,60,32
C02707,941798,12.07,60,59
C02708,578412,13.15,12,38
C02709,1000000,10.0,60,46
C02710,1000000,13.89,36,20
C02711,513865,11.97,24,17
C02712,1000000,14.29,24,30
C02713,1000000,16.31,48,41
C02714,859820,15.87,24,42
C02715,1000000,15.11,36,41
C02716,494680,12.68,36,49
C02717,1000000,13.74,48,24
C02718,1000000,11.94,12,47
C02719,1000000,10.0,36,43
C02720,257320,10.0,36,52
C02721,1000000,10.25,60,53
C02722,982128,16.04,48,57
C02723,1000000,11.05,36,30
C02724,552410,14.29,48,41
C02725,1000000,13.02,36,60
C02726,1000000,14.01,60,47
C02727,998955,16.55,36,51
C02728,514397,11.65,60,37
C02729,1000000,11.82,48,57
C02730,668988,11.32,48,32
C02731,1000000,13.47,60,53
C02732,605240,11.49,36,53
C02733,1000000,15.96,48,20
C02734,867828,14.63,36,29
C02735,1000000,16.64,48,45
C02736,774684,14.51,60,48
C02737,1000000,16.36,12,58
C02738,858615,16.3,12,16
C02739,1000000,15.58,60,23
C02740,761784,10.23,60,33
C02741,965006,14.77,36,26
C02742,321730,12.49,48,25
C02743,1000000,10.22,24,15
C02744,1000000,16.39,12,37
C02745,544185,17.06,24,26
C02746,1000000,10.0,48,26
C02747,1000000,14.08,36,40
C02748,1000000,10.24,24,17
C02749,834316,15.67,36,48
C02750,726110,11.92,48,20
C02751,734855,10.84,60,36
C02752,489180,12.22,24,38
C02753,741240,14.14,36,52
C02754,824747,10.0,60,20
C02755,1000000,10.0,48,37
C02756,695565,15.36,12,54
C02757,1000000,11.99,12,26
C02758,994140,10.3,12,20
C02759,1000000,13.48,24,35
C02760,1000000,10.0,48,34
C02761,1000000,11.78,24,47
C02762,1000000,16.61,48,15
C02763,1000000,12.48,48,17
C02764,1000000,11.97,48,18
C02765,882277,10.0,12,59
C02766,1000000,10.12,12,57
C02767,609190,13.31,48,42
C02768,1000000,10.32,48,44
C02769,604360,14.05,24,55
C02770,576169,14.92,36,50
C02771,1000000,10.98,60,60
C02772,363942,15.91,24,47
C02773,1000000,13.14,36,60
C02774,830765,10.0,36,42
C02775,1000000,12.02,24,15
C02776,1000000,12.43,48,29
C02777,689712,10.01,12,55
C02778,958350,10.96,36,24
C02779,886788,15.52,48,33
C02780,890937,14.92,48,22
C02781,1000000,12.93,60,40
C02782,1000000,15.79,60,58
C02783,1000000,12.82,36,51
C02784,1000000,13.92,24,48
C02785,556848,10.69,60,19
C02786,1000000,15.17,60,25
C02787,1000000,10.54,24,51
C02788,485928,14.85,60,32
C02789,679210,16.2,12,45
C02790,522743,10.47,12,35
C02791,561345,15.41,36,17
C02792,932280,10.0,60,15
C02793,830115,10.0,60,28
C02794,875808,10.4,60,25
C02795,577960,15.2,60,42
C02796,795564,13.81,48,57
C02797,936450,13.72,48,30
C02798,1000000,14.59,48,47
C02799,756392,17.0,12,50
C02800,970810,14.23,60,18
C02801,580824,16.62,24,25
C02802,1000000,12.72,24,33
C02803,1000000,15.93,24,55
C02804,1000000,15.41,48,27
C02805,1000000,11.26,48,24
C02806,959294,12.66,60,34
C02807,667744,15.15,48,59
C02808,619592,15.73,60,46
C02809,1000000,12.77,12,39
C02810,698607,13.14,12,30
C02811,728533,14.97,24,43
C02812,611048,15.9,60,45
C02813,465696,16.27,24,26
C02814,396156,10.0,60,45
C02815,904554,12.35,60,30
C02816,521688,17.19,48,36
C02817,624288,13.75,12,24
C02818,464445,11.64,48,46
C02819,744660,12.52,12,49
C02820,876260,10.0,48,16
C02821,1000000,16.68,24,28
C02822,1000000,10.0,60,36
C02823,384540,15.41,12,55
C02824,476712,15.46,36,54
C02825,386152,16.5,12,20
C02826,1000000,15.17,12,53
C02827,1000000,10.32,48,56
C02828,1000000,12.45,60,22
C02829,1000000,12.71,24,57
C02830,520020,10.0,24,21
C02831,436348,14.38,60,55
C02832,1000000,10.0,24,35
C02833,1000000,11.09,24,28
C02834,688851,11.86,48,43
C02835,852600,12.83,24,15
C02836,1000000,15.91,60,26
C02837,705630,14.58,24,54
C02838,577728,11.34,12,17
C02839,465795,16.63,48,27
C02840,243280,14.75,60,33
C02841,1000000,12.4,24,17
C02842,1000000,11.5,36,57
C02843,1000000,13.44,60,36
C02844,897974,14.09,36,31
C02845,372552,13.04,60,35
C02846,1000000,14.25,60,53
C02847,1000000,14.83,60,24
C02848,786852,10.0,60,23
C02849,806596,14.63,12,27
C02850,647868,14.3,60,31
C02851,840632,16.44,12,24
C02852,1000000,12.49,48,40
C02853,851960,10.57,24,51
C02854,727380,14.91,12,59
C02855,1000000,14.16,60,41
C02856,790074,15.62,36,41
C02857,1000000,10.0,12,23
C02858,1000000,11.38,36,46
C02859,1000000,16.44,12,22
C02860,815592,14.75,36,22
C02861,710472,14.01,60,29
C02862,779512,15.7,48,46
C02863,816426,10.41,24,22
C02864,786170,12.73,12,51
C02865,909710,16.21,36,33
C02866,1000000,13.87,24,45
C02867,967170,16.77,48,45
C02868,479680,14.53,36,38
C02869,710856,16.09,36,27
C02870,1000000,12.03,12,29
C02871,749416,14.94,60,21
C02872,870268,12.89,24,60
C02873,771928,14.69,12,54
C02874,1000000,10.82,24,58
C02875,1000000,15.67,48,44
C02876,950090,14.68,48,51
C02877,916587,10.77,48,18
C02878,1000000,13.42,60,28
C02879,1000000,13.42,24,15
C02880,1000000,12.84,36,41
C02881,1000000,10.14,12,39
C02882,822900,16.37,60,49
C02883,422124,12.8,48,22
C02884,1000000,10.79,60,23
C02885,1000000,10.0,60,22
C02886,1000000,14.85,60,54
C02887,1000000,10.58,36,54
C02888,990430,16.92,36,57
C02889,1000000,12.07,24,59
C02890,640120,10.57,12,39
C02891,625680,12.4,48,30
C02892,1000000,10.64,24,51
C02893,1000000,15.01,48,59
C02894,1000000,11.61,12,49
C02895,925428,13.46,12,30
C02896,1000000,14.7,48,44
C02897,715627,11.02,36,22
C02898,755524,13.79,48,50
C02899,749070,12.41,36,53
C02900,1000000,16.83,24,46
C02901,1000000,10.0,24,26
C02902,887192,14.38,12,29
C02903,1000000,10.0,24,28
C02904,894510,11.38,24,39
C02905,458199,14.19,24,34
C02906,922669,10.11,60,22
C02907,776430,15.88,24,52
C02908,346995,11.02,36,18
C02909,1000000,10.0,36,24
C02910,1000000,15.37,48,58
C02911,1000000,12.5,36,27
C02912,1000000,12.14,48,58
C02913,1000000,10.0,24,25
C02914,875182,15.17,36,29
C02915,817560,10.0,36,53
C02916,366856,15.96,12,32
C02917,1000000,12.54,60,30
C02918,1000000,16.32,24,41
C02919,434520,10.0,24,41
C02920,525789,17.09,12,36
C02921,510219,14.58,36,20
C02922,842325,11.32,12,44
C02923,1000000,13.12,24,37
C02924,977262,14.67,36,39
C02925,1000000,14.4,48,20
C02926,1000000,14.3,24,27
C02927,623840,16.75,24,29
C02928,606906,12.97,24,36
C02929,921217,10.79,48,55
C02930,536328,13.9,12,24
C02931,407810,15.97,24,27
C02932,684937,16.22,36,49
C02933,1000000,13.76,12,18
C02934,1000000,10.0,24,15
C02935,814448,13.26,24,47
C02936,958818,11.39,60,52
C02937,586610,13.39,24,31
C02938,827090,14.33,60,59
C02939,655686,13.27,48,18
C02940,1000000,15.8,60,53
C02941,541212,11.64,12,40
C02942,679360,14.42,36,39
C02943,731627,10.46,12,52
C02944,589974,10.0,48,45
C02945,1000000,10.0,48,26
C02946,1000000,14.66,60,60
C02947,259376,11.9,24,24
C02948,1000000,13.23,48,50
C02949,1000000,13.18,12,52
C02950,398632,11.05,12,44
C02951,249759,16.25,12,27
C02952,812500,15.36,12,42
C02953,725244,16.53,36,31
C02954,1000000,15.42,24,29
C02955,483993,16.3,12,28
C02956,1000000,14.44,24,59
C02957,498474,10.0,36,57
C02958,1000000,10.0,48,28
C02959,744601,11.0,48,45
C02960,1000000,10.09,60,23
C02961,982656,14.46,60,35
C02962,1000000,16.28,36,37
C02963,1000000,10.0,12,50
C02964,949032,10.0,48,38
C02965,1000000,14.7,60,56
C02966,1000000,14.57,60,47
C02967,578776,17.17,60,28
C02968,1000000,10.0,60,16
C02969,486208,14.24,48,29
C02970,816592,10.89,60,57
C02971,1000000,12.76,24,26
C02972,1000000,13.86,24,59
C02973,1000000,10.41,24,36
C02974,1000000,13.66,12,34
C02975,929718,10.0,60,53
C02976,906516,11.3,36,47
C02977,1000000,16.02,12,57
C02978,860636,16.06,12,39
C02979,1000000,15.9,24,43
C02980,1000000,10.36,60,32
C02981,1000000,10.0,36,21
C02982,567610,15.46,12,25
C02983,1000000,13.06,36,57
C02984,1000000,16.99,24,49
C02985,1000000,11.89,60,16
C02986,999630,16.95,48,43
C02987,458208,16.62,48,47
C02988,1000000,13.24,60,33
C02989,870723,12.79,24,47
C02990,844452,17.39,36,37
C02991,1000000,12.66,12,33
C02992,1000000,14.61,24,30
C02993,566820,15.59,24,54
C02994,735705,14.75,12,55
C02995,1000000,10.0,48,27
C02996,235848,15.76,36,57
C02997,1000000,11.06,12,55
C02998,1000000,13.38,12,46
C02999,1000000,10.57,48,32
C03000,1000000,10.0,24,53
C03001,1000000,15.12,24,31
C03002,711360,13.5,60,58
C03003,1000000,10.0,48,58
C03004,434200,15.34,48,29
C03005,1000000,10.34,24,26
C03006,1000000,14.47,24,23
C03007,1000000,10.0,24,54
C03008,430552,14.76,48,39
C03009,1000000,10.39,36,33
C03010,973284,13.87,48,52
C03011,520190,10.57,12,28
C03012,1000000,14.9,36,37
C03013,1000000,10.0,48,35
C03014,1000000,11.36,60,42
C03015,307953,13.0,48,26
C03016,1000000,14.47,36,55
C03017,1000000,10.79,24,32
C03018,1000000,13.03,12,43
C03019,354780,12.53,12,31
C03020,1000000,10.58,48,49
C03021,1000000,11.89,60,40
C03022,514128,15.78,12,34
C03023,806250,12.82,60,51
C03024,884688,10.09,24,44
C03025,536624,13.45,12,31
C03026,588304,11.45,36,18
C03027,1000000,14.41,24,41
C03028,1000000,10.15,36,60
C03029,561290,10.0,48,39
C03030,564885,10.52,60,24
C03031,508272,10.0,48,56
C03032,1000000,12.98,24,47
C03033,1000000,15.81,48,46
C03034,886575,15.05,60,60
C03035,1000000,14.08,36,22
C03036,792092,11.73,48,22
C03037,1000000,15.11,48,19
C03038,1000000,13.94,60,57
C03039,1000000,11.39,60,23
C03040,1000000,13.36,60,39
C03041,782100,10.0,48,32
C03042,988240,12.97,60,22
C03043,1000000,10.0,60,49
C03044,1000000,15.79,12,24
C03045,488640,12.24,12,43
C03046,1000000,11.8,12,49
C03047,1000000,10.0,48,58
C03048,1000000,15.27,24,38
C03049,1000000,11.12,60,58
C03050,1000000,10.0,12,36
C03051,353520,16.91,48,28
C03052,541680,10.0,36,39
C03053,970810,10.0,36,55
C03054,580481,14.78,24,16
C03055,715220,10.0,48,28
C03056,864152,10.0,24,24
C03057,689700,13.61,60,23
C03058,630350,14.2,24,57
C03059,810776,16.51,24,58
C03060,743976,14.04,12,25
C03061,595154,17.45,36,33
C03062,306940,10.22,48,46
C03063,440860,10.51,36,45
C03064,1000000,15.36,36,30
C03065,814275,13.73,36,26
C03066,1000000,16.37,36,18
C03067,802632,13.02,48,58
C03068,432918,13.08,24,15
C03069,1000000,12.12,36,39
C03070,327536,16.95,24,60
C03071,275288,17.45,24,19
C03072,473512,12.78,12,29
C03073,1000000,16.09,60,55
C03074,524426,12.75,24,52
C03075,984128,12.09,36,45
C03076,806472,10.0,24,40
C03077,813945,15.49,24,46
C03078,1000000,15.36,36,26
C03079,1000000,10.38,60,27
C03080,631488,14.36,12,29
C03081,1000000,13.55,48,36
C03082,294690,17.23,24,36
C03083,1000000,10.25,48,22
C03084,754464,12.05,12,49
C03085,969456,16.87,36,18
C03086,743414,13.63,36,28
C03087,692224,10.17,60,41
C03088,629475,14.77,36,50
C03089,829712,10.16,60,54
